radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
198.921769,0.662,-2.516259,0.305,16.054,0.025,3,16.962,0.152,3,NA,NA,0,16.528,0.058,3,16.002,0.051,3,15.789,0.169,1,NA,NA,0,NA,NA,0
198.921979,0.288,-3.191643,0.351,13.597,0.034,6,14.897,0.063,6,NA,NA,0,14.242,0.058,6,13.06,0.081,6,12.636,0.134,6,12.329,0.059,3,NA,NA,0
198.922359,0.768,-2.51375,0.523,16.449,0.097,1,17.414,0.119,1,NA,NA,0,16.901,0.017,3,15.991,0.101,3,15.623,0.087,2,NA,NA,0,NA,NA,0
198.924416,0.812,-3.629871,0.442,NA,NA,0,NA,NA,0,NA,NA,0,18.071,0.083,2,17.308,0.075,2,NA,NA,0,NA,NA,0,NA,NA,0
198.924893,0.597,-3.268705,0.722,17.05,0.212,6,17.653,0.274,6,NA,NA,0,17.189,0.1,6,16.709,0.112,6,16.105,0.382,3,NA,NA,0,NA,NA,0
198.925262,0.763,-3.235684,0.472,NA,NA,0,NA,NA,0,NA,NA,0,17.97,0.237,3,16.898,0.144,3,15.995,0.041,3,NA,NA,0,NA,NA,0
198.926894,0.654,-3.181023,0.4,16.463,0.084,3,17.868,0.149,3,NA,NA,0,17.222,0.114,6,15.936,0.053,6,15.198,0.099,6,NA,NA,0,NA,NA,0
198.926971,0.571,-2.50751,0.414,NA,NA,0,NA,NA,0,NA,NA,0,17.617,0.088,2,16.698,0.03,2,16.04,0.22,1,NA,NA,0,NA,NA,0
198.930588,0.698,-3.247309,0.631,17.303,0.099,3,17.927,0.113,3,NA,NA,0,17.56,0.028,3,17.317,0.011,3,16.558,0.518,1,NA,NA,0,NA,NA,0
198.930698,0.665,-3.452705,0.058,NA,NA,0,NA,NA,0,NA,NA,0,18.749,0.304,1,17.379,0.216,1,NA,NA,0,NA,NA,0,NA,NA,0
198.930824,0.619,-2.862665,0.682,17.417,0.267,1,18.543,0.525,1,NA,NA,0,17.633,0.147,1,17.697,0.342,1,NA,NA,0,NA,NA,0,NA,NA,0
198.931571,0.3,-3.59717,0.256,15.203,0.025,6,15.928,0.083,6,NA,NA,0,15.529,0.068,6,14.934,0.071,6,14.834,0.157,6,NA,NA,0,NA,NA,0
198.932406,0.729,-2.614343,0.405,16.913,0.159,4,17.547,0.214,4,NA,NA,0,17.352,0.154,4,16.829,0.15,4,NA,NA,0,NA,NA,0,NA,NA,0
198.93376,0.737,-2.959648,0.456,NA,NA,0,NA,NA,0,NA,NA,0,18.185,0.073,2,17.499,0.246,2,16.626,0.376,1,NA,NA,0,NA,NA,0
198.935107,0.456,-2.50838,0.451,NA,NA,0,NA,NA,0,NA,NA,0,17.984,0.016,2,16.783,0.008,2,15.541,0.064,2,NA,NA,0,NA,NA,0
198.935371,0.491,-3.154471,0.349,16.221,0.073,6,17.006,0.104,6,NA,NA,0,16.646,0.099,6,16.081,0.052,6,15.751,0.284,4,NA,NA,0,NA,NA,0
198.935684,0.373,-2.525958,0.157,15.426,0.025,4,16.013,0.056,4,NA,NA,0,15.702,0.023,4,15.291,0.01,4,15.082,0.135,4,NA,NA,0,NA,NA,0
198.93596,0.333,-2.646413,0.223,15.217,0.025,4,15.833,0.087,4,NA,NA,0,15.468,0.027,4,15.12,0.05,4,14.969,0.1,4,NA,NA,0,NA,NA,0
198.939763,0.651,-2.768622,0.893,16.193,0.095,2,17.353,0.088,2,NA,NA,0,16.66,0.104,3,15.789,0.088,2,15.317,0.226,1,NA,NA,0,NA,NA,0
198.940931,0.51,-2.759352,0.309,16.353,0.141,3,16.72,0.074,3,NA,NA,0,16.403,0.087,3,16.114,0.118,3,15.728,0.136,2,NA,NA,0,NA,NA,0
198.941494,0.84,-2.765993,0.962,15.498,0.055,4,16.388,0.051,4,NA,NA,0,15.909,0.048,4,15.168,0.096,4,14.925,0.126,3,NA,NA,0,NA,NA,0
198.941623,0.582,-3.043721,0.36,16.072,0.08,5,17.186,0.056,5,NA,NA,0,16.755,0.117,5,15.693,0.143,5,15.251,0.152,5,NA,NA,0,NA,NA,0
198.941954,0.397,-2.585267,0.256,16.198,0.071,4,16.98,0.119,4,NA,NA,0,16.508,0.11,4,16.125,0.029,4,15.76,0.024,4,NA,NA,0,NA,NA,0
198.943893,0.612,-2.851937,0.494,15.994,0.062,5,16.851,0.079,5,NA,NA,0,16.451,0.079,5,15.943,0.071,5,15.606,0.12,5,NA,NA,0,NA,NA,0
198.944204,0.315,-3.114253,0.275,14.999,0.05,5,15.827,0.052,5,NA,NA,0,15.373,0.07,5,14.781,0.058,5,14.437,0.124,5,NA,NA,0,NA,NA,0
198.944976,1.258,-3.450656,0.521,NA,NA,0,NA,NA,0,NA,NA,0,18.322,0.047,2,16.772,0.031,2,15.853,0.079,2,NA,NA,0,NA,NA,0
198.946759,0.435,-3.43974,0.227,14.66,0.031,6,15.381,0.077,6,NA,NA,0,14.988,0.061,6,14.497,0.067,6,14.344,0.167,5,NA,NA,0,NA,NA,0
198.946886,0.37,-3.486111,0.323,15.943,0.089,6,17.007,0.125,6,NA,NA,0,16.506,0.109,6,15.664,0.068,6,15.448,0.178,6,NA,NA,0,NA,NA,0
198.947037,0.276,-3.512309,0.347,15.49,0.053,6,16.051,0.089,6,NA,NA,0,15.741,0.077,6,15.335,0.107,6,15.378,0.211,6,NA,NA,0,NA,NA,0
198.948138,0.708,-3.057137,0.407,15.938,0.093,5,16.499,0.141,5,NA,NA,0,16.161,0.112,5,15.9,0.094,5,15.682,0.147,5,NA,NA,0,NA,NA,0
198.948465,0.271,-2.659138,0.18,15.261,0.016,4,15.903,0.066,4,NA,NA,0,15.513,0.017,4,15.135,0.054,4,14.927,0.077,4,NA,NA,0,NA,NA,0
198.948532,1.096,-2.8276,0.969,16.866,0.231,1,18.055,0.353,1,NA,NA,0,17.649,0.038,4,16.512,0.231,4,16.174,0.309,4,NA,NA,0,NA,NA,0
198.9489,0.472,-2.891417,0.307,15.871,0.085,5,16.75,0.069,5,NA,NA,0,16.233,0.102,5,15.479,0.141,5,15.269,0.192,5,NA,NA,0,NA,NA,0
198.949688,0.224,-3.227031,0.312,15.55,0.051,5,16.324,0.13,5,NA,NA,0,15.943,0.072,5,15.416,0.088,5,15.166,0.143,5,NA,NA,0,NA,NA,0
198.951492,0.861,-3.025415,0.734,17.147,0.273,1,18.37,0.336,1,NA,NA,0,17.624,0.113,3,16.952,0.156,3,NA,NA,0,NA,NA,0,NA,NA,0
198.952437,0.793,-2.552181,0.841,17.108,0.22,1,17.383,0.22,1,NA,NA,0,17.315,0.151,3,16.66,0.021,3,NA,NA,0,NA,NA,0,NA,NA,0
198.955839,0.539,-2.790115,0.586,16.056,0.092,4,17.478,0.195,4,NA,NA,0,16.843,0.105,5,15.538,0.058,5,14.945,0.251,5,NA,NA,0,NA,NA,0
198.95692,0.325,-2.634385,0.209,15.665,0.029,4,16.477,0.04,4,NA,NA,0,16.075,0.024,4,15.436,0.012,4,15.229,0.092,4,NA,NA,0,NA,NA,0
198.95761,0.528,-3.613284,0.419,16.098,0.064,5,16.788,0.17,5,NA,NA,0,16.384,0.088,5,15.786,0.102,5,15.547,0.303,5,NA,NA,0,NA,NA,0
198.957857,0.417,-3.152315,0.436,13.96,0.032,5,14.672,0.061,5,NA,NA,0,14.266,0.063,5,13.798,0.066,5,13.615,0.186,5,13.578,0.078,2,NA,NA,0
198.958418,0.169,-2.455061,0.073,10.606,0.024,8,11.429,0.02,4,NA,NA,0,11.024,0.116,6,10.338,0.032,8,10.095,0.047,8,9.992,0.057,4,NA,NA,0
198.962074,0.197,-3.602409,0.154,12.811,0.038,5,13.654,0.058,5,NA,NA,0,13.204,0.052,5,12.564,0.077,5,12.387,0.17,5,12.271,0.119,3,NA,NA,0
198.962292,0.382,-2.441251,0.448,14.251,0.029,4,14.907,0.039,4,NA,NA,0,14.505,0.031,4,14.095,0.006,4,13.896,0.064,4,13.638,0.177,2,NA,NA,0
198.962524,0.29,-3.481302,0.165,15.32,0.055,5,16.141,0.077,5,NA,NA,0,15.706,0.066,5,15.075,0.068,5,14.899,0.125,5,NA,NA,0,NA,NA,0
198.962974,0.621,-3.6701,0.23,16.612,0.149,4,17.368,0.089,4,NA,NA,0,16.939,0.114,5,16.437,0.215,5,16.299,0.069,2,NA,NA,0,NA,NA,0
198.963241,0.649,-2.52949,0.264,16.93,0.185,3,17.532,0.081,3,NA,NA,0,17.192,0.04,4,16.584,0.124,4,NA,NA,0,NA,NA,0,NA,NA,0
198.96611,0.378,-3.526234,0.311,13.754,0.043,5,14.579,0.085,5,NA,NA,0,14.137,0.068,5,13.542,0.088,5,13.329,0.154,5,13.243,0.212,2,NA,NA,0
198.966186,0.821,-2.708888,0.227,NA,NA,0,NA,NA,0,NA,NA,0,17.472,0.075,2,17.013,0.024,2,NA,NA,0,NA,NA,0,NA,NA,0
198.969732,0.537,-3.098479,0.24,15.89,0.092,5,16.765,0.072,5,NA,NA,0,16.328,0.085,5,15.801,0.083,4,15.473,0.304,4,NA,NA,0,NA,NA,0
198.97215,0.984,-3.248306,0.967,16.898,0.087,2,17.686,0.262,2,NA,NA,0,17.23,0.042,3,16.913,0.098,2,16.248,0.215,1,NA,NA,0,NA,NA,0
198.972184,0.512,-3.330979,0.504,16.047,0.109,5,16.743,0.104,5,NA,NA,0,16.417,0.089,5,15.773,0.163,5,15.628,0.251,5,NA,NA,0,NA,NA,0
198.97223,0.395,-3.691637,0.34,15.678,0.08,5,16.278,0.133,5,NA,NA,0,15.931,0.079,5,15.572,0.085,5,15.437,0.293,5,NA,NA,0,NA,NA,0
198.972626,0.113,-2.67762,0.101,11.418,0.015,4,11.844,0.009,4,NA,NA,0,11.57,0.017,4,11.33,0.004,4,11.24,0.083,4,11.258,0.05,4,NA,NA,0
198.972912,0.904,-3.506816,0.613,16.582,0.069,5,16.722,0.177,5,NA,NA,0,16.647,0.052,5,16.685,0.245,5,16.142,0.323,1,NA,NA,0,NA,NA,0
198.975793,0.402,-2.546549,0.494,14.253,0.017,4,14.783,0.029,4,NA,NA,0,14.466,0.023,4,14.128,0.005,4,13.918,0.062,4,13.885,0.103,2,NA,NA,0
198.975825,0.584,-3.477906,0.522,16.494,0.128,4,17.025,0.033,4,NA,NA,0,16.726,0.104,5,16.157,0.115,5,15.796,0.128,3,NA,NA,0,NA,NA,0
198.97595,0.67,-3.463491,0.432,16.708,0.168,2,18.128,0.113,2,NA,NA,0,17.445,0.191,5,16.24,0.069,5,15.549,0.156,4,NA,NA,0,NA,NA,0
198.976032,1.681,-2.935376,1.071,17.042,0.13,3,17.543,0.246,3,NA,NA,0,17.469,0.108,3,16.815,0.097,3,16.025,0.428,1,NA,NA,0,NA,NA,0
198.977813,1.108,-3.578422,0.568,16.874,0.004,2,18.079,0.16,2,NA,NA,0,17.648,0.041,3,16.869,0.208,3,16.306,0.064,2,NA,NA,0,NA,NA,0
198.980079,0.386,-2.79286,0.44,14.2,0.033,5,14.801,0.063,5,NA,NA,0,14.454,0.057,5,14.088,0.068,5,13.965,0.185,5,NA,NA,0,NA,NA,0
198.981023,0.367,-3.073205,0.435,13.63,0.043,5,14.462,0.073,5,NA,NA,0,14.015,0.061,5,13.386,0.068,5,13.158,0.186,5,12.86,0.009,2,NA,NA,0
198.98202,0.772,-3.561144,0.394,17.665,0.284,1,17.793,0.218,1,NA,NA,0,17.773,0.143,1,17.289,0.206,1,NA,NA,0,NA,NA,0,NA,NA,0
198.982468,0.379,-3.362889,0.322,15.888,0.077,5,16.612,0.079,5,NA,NA,0,16.222,0.077,5,15.647,0.108,5,15.424,0.202,5,NA,NA,0,NA,NA,0
198.983434,0.391,-3.290088,0.683,NA,NA,0,NA,NA,0,NA,NA,0,17.64,0.065,2,17.258,0.179,2,NA,NA,0,NA,NA,0,NA,NA,0
198.983949,0.332,-3.297736,0.341,15.649,0.088,5,16.562,0.144,5,NA,NA,0,16.103,0.068,5,15.291,0.098,5,15.11,0.25,5,NA,NA,0,NA,NA,0
198.984235,0.247,-3.667681,0.156,15.322,0.069,5,16.196,0.099,5,NA,NA,0,15.732,0.054,5,15.03,0.114,5,14.893,0.214,5,NA,NA,0,NA,NA,0
198.985876,0.583,-3.331755,0.425,14.844,0.041,4,15.925,0.139,4,NA,NA,0,15.349,0.066,5,14.362,0.08,5,14.005,0.197,5,13.606,0.203,1,NA,NA,0
198.985946,0.727,-3.339646,0.569,16.982,0.105,2,17.767,0.037,2,NA,NA,0,17.463,0.078,4,16.788,0.038,4,15.729,0.539,2,NA,NA,0,NA,NA,0
198.986115,0.621,-3.552782,0.491,16.801,0.218,3,17.843,0.261,3,NA,NA,0,17.195,0.183,4,16.81,0.13,4,16.488,0.296,2,NA,NA,0,NA,NA,0
198.98773,0.294,-2.696832,0.207,15.686,0.002,2,17.05,0.067,2,NA,NA,0,16.335,0.041,2,15.119,0.037,2,14.573,0.049,2,NA,NA,0,NA,NA,0
198.988412,0.373,-3.593514,0.265,15.62,0.06,5,16.634,0.08,5,NA,NA,0,16.129,0.063,5,15.43,0.126,5,15.162,0.232,5,NA,NA,0,NA,NA,0
198.989562,0.325,-3.654087,0.474,15.025,0.035,5,16.168,0.087,5,NA,NA,0,15.585,0.055,5,14.71,0.059,5,14.305,0.195,5,NA,NA,0,NA,NA,0
198.9897,0.275,-3.113511,0.254,8.779,0.026,3,9.492,0.043,3,NA,NA,0,9.464,0.449,4,8.54,0.031,3,8.352,0.082,3,8.197,0.048,3,NA,NA,0
198.991625,0.778,-3.684325,1.007,16.964,0.143,2,17.814,0.01,2,NA,NA,0,17.306,0.072,4,16.577,0.03,4,16.11,0.24,1,NA,NA,0,NA,NA,0
198.99285,0.471,-2.543372,0.368,16.524,0.095,4,17.542,0.066,4,NA,NA,0,16.984,0.064,4,16.303,0.087,4,15.852,0.163,3,NA,NA,0,NA,NA,0
198.992916,0.493,-2.397074,0.385,16.106,0.091,4,16.864,0.113,4,NA,NA,0,16.374,0.049,4,15.856,0.068,4,15.497,0.075,4,NA,NA,0,NA,NA,0
198.993236,0.22,-2.851165,0.27,11.38,0.053,5,11.872,0.048,5,NA,NA,0,11.578,0.057,5,11.29,0.082,5,11.178,0.246,5,11.223,0.078,4,NA,NA,0
198.994217,0.143,-3.254395,0.119,NA,NA,0,NA,NA,0,NA,NA,0,18.527,0.27,1,17.229,0.215,1,NA,NA,0,NA,NA,0,NA,NA,0
198.997631,0.633,-3.643589,0.326,16.791,0.162,2,17.826,0.065,2,NA,NA,0,17.214,0.307,5,16.385,0.198,5,16.018,0.235,4,NA,NA,0,NA,NA,0
198.997661,0.24,-2.667967,0.183,15.49,0.067,4,17.013,0.083,4,NA,NA,0,16.244,0.052,4,14.903,0.039,4,13.83,0.105,4,NA,NA,0,NA,NA,0
198.998029,0.489,-3.301094,0.715,NA,NA,0,NA,NA,0,NA,NA,0,18.189,0.202,1,16.788,0.141,1,15.746,0.149,1,NA,NA,0,NA,NA,0
199.001181,0.457,-3.151665,0.211,15.258,0.066,5,15.883,0.092,5,NA,NA,0,15.515,0.049,5,15.042,0.088,5,15.022,0.241,5,NA,NA,0,NA,NA,0
199.002166,0.795,-2.880867,0.12,NA,NA,0,NA,NA,0,NA,NA,0,17.94,0.184,1,17.422,0.371,1,NA,NA,0,NA,NA,0,NA,NA,0
199.003449,0.605,-3.056228,0.444,16.076,0.154,5,16.917,0.148,5,NA,NA,0,16.553,0.142,5,15.966,0.03,5,15.543,0.314,4,NA,NA,0,NA,NA,0
199.005801,0.278,-2.977237,0.291,11.442,0.049,5,12.116,0.05,5,NA,NA,0,11.739,0.054,5,11.277,0.084,5,11.132,0.266,5,11.095,0.057,3,NA,NA,0
199.005891,0.388,-3.205145,0.254,14.677,0.053,5,15.501,0.066,5,NA,NA,0,15.061,0.057,5,14.432,0.076,5,14.278,0.254,5,NA,NA,0,NA,NA,0
199.006668,0.804,-3.584192,0.343,NA,NA,0,NA,NA,0,NA,NA,0,18.203,0.197,1,17.429,0.226,1,16.241,0.218,1,NA,NA,0,NA,NA,0
199.007221,0.264,-2.623022,0.155,15.428,0.034,4,16.037,0.034,4,NA,NA,0,15.69,0.02,4,15.327,0.02,4,15.127,0.063,4,NA,NA,0,NA,NA,0
199.008667,0.476,-3.350134,0.279,16.484,0.14,5,17.247,0.189,5,NA,NA,0,16.811,0.083,5,16.271,0.17,5,15.815,0.424,3,NA,NA,0,NA,NA,0
199.009255,0.536,-2.406374,0.367,16.735,0.125,4,17.266,0.042,4,NA,NA,0,16.847,0.051,4,16.299,0.057,4,15.977,0.114,2,NA,NA,0,NA,NA,0
199.010578,0.602,-3.07539,0.303,NA,NA,0,NA,NA,0,NA,NA,0,17.925,0.111,2,16.336,0.071,2,15.731,0.171,1,NA,NA,0,NA,NA,0
199.011266,1.129,-3.00733,0.409,17.284,0.31,1,18.092,0.285,1,NA,NA,0,17.658,0.125,4,16.81,0.26,4,16.302,0.03,2,NA,NA,0,NA,NA,0
199.01602,0.361,-2.44672,0.233,15.266,0.033,4,15.726,0.076,4,NA,NA,0,15.485,0.02,4,15.171,0.035,4,15.017,0.051,4,NA,NA,0,NA,NA,0
199.016711,0.549,-3.218013,0.257,15.775,0.06,5,16.671,0.143,5,NA,NA,0,16.191,0.059,5,15.568,0.073,5,15.442,0.38,5,NA,NA,0,NA,NA,0
199.016812,0.927,-3.424152,0.477,16.568,0.12,5,17.265,0.07,5,NA,NA,0,16.863,0.046,4,16.375,0.11,4,15.867,0.37,2,NA,NA,0,NA,NA,0
199.017572,0.324,-3.12294,0.417,15.365,0.064,5,16.49,0.109,5,NA,NA,0,15.972,0.052,5,14.916,0.078,5,14.67,0.305,5,NA,NA,0,NA,NA,0
199.020006,0.443,-3.282498,0.413,NA,NA,0,NA,NA,0,NA,NA,0,18.021,0.16,2,16.872,0.283,2,NA,NA,0,NA,NA,0,NA,NA,0
199.020444,0.616,-2.488675,0.222,16.931,0.15,1,18.284,0.277,1,NA,NA,0,17.399,0.065,4,16.904,0.179,4,NA,NA,0,NA,NA,0,NA,NA,0
199.02089,0.521,-2.618156,0.49,16.979,0.152,2,17.549,0.08,2,NA,NA,0,17.268,0.06,3,16.809,0.079,3,NA,NA,0,NA,NA,0,NA,NA,0
199.021296,1.068,-3.572375,0.409,16.959,0.019,2,17.763,0.141,2,NA,NA,0,17.351,0.049,3,16.738,0.045,3,15.908,0.235,2,NA,NA,0,NA,NA,0
199.021769,0.639,-3.274286,0.35,16.345,0.089,5,17.347,0.172,5,NA,NA,0,16.817,0.126,5,16.112,0.151,5,15.774,0.004,2,NA,NA,0,NA,NA,0
199.022181,0.237,-3.129847,0.715,NA,NA,0,NA,NA,0,NA,NA,0,18.066,0.186,1,17.365,0.253,1,NA,NA,0,NA,NA,0,NA,NA,0
199.02296,0.261,-3.356299,0.137,10.175,0.041,8,10.88,0.061,8,NA,NA,0,10.555,0.099,7,10.028,0.054,5,9.866,0.091,3,9.741,0.032,3,NA,NA,0
199.023198,0.226,-2.759465,0.296,11.393,0.04,3,12.144,0.02,3,NA,NA,0,11.725,0.019,3,11.222,0.035,3,10.936,0.441,3,10.974,0.066,4,NA,NA,0
199.023741,0.236,-2.69688,0.234,12.914,0.007,2,13.554,0.012,2,NA,NA,0,13.191,0.015,2,12.746,0.004,2,12.614,0.008,2,12.413,0.064,4,NA,NA,0
199.025446,0.3,-3.327793,0.346,14.168,0.043,5,14.948,0.065,5,NA,NA,0,14.547,0.053,5,13.974,0.077,5,13.814,0.274,5,14.073,0.278,1,NA,NA,0
199.02619,0.741,-3.386864,0.228,NA,NA,0,NA,NA,0,NA,NA,0,17.454,0.129,5,16.17,0.08,5,16.104,0.4,4,NA,NA,0,NA,NA,0
199.028292,0.321,-2.904127,0.352,15.482,0.082,5,16.557,0.066,5,NA,NA,0,16.051,0.059,5,15.189,0.072,5,14.902,0.369,5,NA,NA,0,NA,NA,0
199.029625,0.52,-2.636469,0.271,16.019,0.055,4,16.755,0.038,4,NA,NA,0,16.244,0.079,4,15.79,0.033,4,15.584,0.21,4,NA,NA,0,NA,NA,0
199.031559,0.566,-2.939429,0.414,16.184,0.084,5,17.169,0.113,5,NA,NA,0,16.676,0.079,5,15.741,0.158,5,15.473,0.394,5,NA,NA,0,NA,NA,0
199.031648,0.347,-2.682122,0.448,13.626,0.034,4,14.077,0.011,4,NA,NA,0,13.792,0.018,4,13.515,0.008,4,13.411,0.085,4,13.559,0.184,3,NA,NA,0
199.036561,0.334,-3.274855,0.407,14.452,0.052,5,15.247,0.061,5,NA,NA,0,14.824,0.071,5,14.248,0.081,5,14.044,0.321,5,13.497,0.224,1,NA,NA,0
199.038154,0.485,-3.414005,0.257,16.43,0.057,2,17.626,0.052,2,NA,NA,0,17.032,0.082,5,16.121,0.104,5,15.65,0.157,3,NA,NA,0,NA,NA,0
199.039945,0.548,-2.433636,0.342,15.202,0.09,4,15.99,0.071,4,NA,NA,0,15.544,0.03,4,14.816,0.046,4,14.367,0.055,4,NA,NA,0,NA,NA,0
199.040592,0.325,-3.527133,0.29,15.756,0.114,5,17.122,0.134,5,NA,NA,0,16.447,0.075,4,15.298,0.086,4,14.831,0.113,4,NA,NA,0,NA,NA,0
199.040886,0.821,-3.442383,0.49,16.911,0.181,1,18.151,0.242,1,NA,NA,0,17.395,0.161,4,16.47,0.107,4,16.097,0.164,2,NA,NA,0,NA,NA,0
199.041038,0.567,-3.038661,0.631,NA,NA,0,NA,NA,0,NA,NA,0,18.386,0.265,1,NA,NA,0,16.909,0.489,1,NA,NA,0,NA,NA,0
199.041555,0.468,-3.555363,0.24,14.689,0.065,5,15.344,0.057,5,NA,NA,0,14.997,0.076,4,14.598,0.078,4,14.511,0.05,4,NA,NA,0,NA,NA,0
199.04312,0.729,-3.711368,0.368,16.546,0.08,3,17.473,0.24,3,NA,NA,0,17.036,0.124,4,16.31,0.045,4,15.981,0.141,3,NA,NA,0,NA,NA,0
199.043606,0.709,-3.219253,0.381,16.92,0.074,3,17.384,0.168,3,NA,NA,0,17.15,0.135,4,16.867,0.184,4,16.385,0.262,1,NA,NA,0,NA,NA,0
199.046405,0.337,-2.552935,0.337,13.992,0.01,4,15.102,0.034,4,NA,NA,0,14.534,0.023,4,13.573,0.007,4,13.217,0.095,4,13.066,0.111,4,NA,NA,0
199.047705,0.384,-2.575844,0.375,17.255,0.162,2,17.694,0.029,2,NA,NA,0,17.63,0.108,2,17.077,0.006,2,NA,NA,0,NA,NA,0,NA,NA,0
199.048789,0.428,-2.947633,0.38,16.4,0.102,4,17.498,0.161,4,NA,NA,0,17.021,0.033,4,16.092,0.123,4,15.931,0.203,3,NA,NA,0,NA,NA,0
199.049108,0.193,-3.028851,0.328,12.556,0.039,4,13.215,0.053,4,NA,NA,0,12.832,0.063,4,12.406,0.06,4,12.315,0.021,4,12.244,0.021,3,NA,NA,0
199.049367,0.513,-2.82013,0.758,16.766,0.116,2,17.775,0.134,2,NA,NA,0,17.386,0.191,4,16.662,0.086,4,16.306,0.325,1,NA,NA,0,NA,NA,0
199.050104,0.37,-2.390893,0.293,15.294,0.053,4,15.873,0.039,4,NA,NA,0,15.519,0.008,4,15.122,0.045,4,14.913,0.095,4,NA,NA,0,NA,NA,0
199.051137,0.821,-2.793182,0.419,14.48,0.04,4,15.975,0.061,4,NA,NA,0,15.244,0.052,4,13.961,0.067,4,12.884,0.035,4,12.105,0.02,4,NA,NA,0
199.0512,0.339,-3.430612,0.22,14.55,0.045,4,15.278,0.092,4,NA,NA,0,14.894,0.085,4,14.392,0.061,4,14.278,0.048,4,NA,NA,0,NA,NA,0
199.051944,0.268,-3.033134,0.375,13.59,0.046,4,14.449,0.064,4,NA,NA,0,13.976,0.07,4,13.355,0.065,4,13.189,0.038,4,12.973,0.09,3,NA,NA,0
199.054996,0.461,-2.720819,0.211,15.836,0.065,2,16.632,0.027,2,NA,NA,0,16.318,0.048,2,15.724,0.053,2,15.659,0.176,2,NA,NA,0,NA,NA,0
199.058588,0.513,-3.028288,0.759,16.924,0.202,1,17.814,0.246,1,NA,NA,0,17.399,0.166,3,17.079,0.142,3,NA,NA,0,NA,NA,0,NA,NA,0
199.058914,0.705,-3.036672,0.031,NA,NA,0,NA,NA,0,NA,NA,0,18.177,0.223,1,17.115,0.232,1,NA,NA,0,NA,NA,0,NA,NA,0
199.059026,0.279,-3.665373,0.313,15.414,0.054,4,16.027,0.144,4,NA,NA,0,15.682,0.098,4,15.228,0.105,4,15.212,0.073,4,NA,NA,0,NA,NA,0
199.060466,0.757,-3.650488,0.517,NA,NA,0,NA,NA,0,NA,NA,0,17.765,0.078,2,17.373,0.199,2,NA,NA,0,NA,NA,0,NA,NA,0
199.061742,1.021,-3.144192,0.6,17.495,0.324,2,17.776,0.17,2,NA,NA,0,17.399,0.1,1,16.833,0.141,1,NA,NA,0,NA,NA,0,NA,NA,0
199.062665,0.128,-2.805225,0.236,11.702,0.036,4,12.325,0.047,4,NA,NA,0,11.969,0.052,4,11.566,0.052,4,11.476,0.029,4,11.385,0.053,4,NA,NA,0
199.062892,0.209,-2.958569,0.272,15.333,0.054,4,16.018,0.042,4,NA,NA,0,15.67,0.053,4,15.155,0.052,4,15.104,0.04,4,NA,NA,0,NA,NA,0
199.064362,0.508,-2.483617,0.374,16.342,0.06,4,17.221,0.161,4,NA,NA,0,16.71,0.046,4,16.165,0.064,4,15.768,0.129,4,NA,NA,0,NA,NA,0
199.065817,0.541,-2.451475,0.317,16.497,0.095,4,17.03,0.072,4,NA,NA,0,16.614,0.004,4,16.43,0.079,4,16.191,0.152,2,NA,NA,0,NA,NA,0
199.06608,0.422,-3.464324,0.238,15.836,0.057,4,16.605,0.162,4,NA,NA,0,16.266,0.068,4,15.462,0.023,4,15.319,0.069,4,NA,NA,0,NA,NA,0
199.067045,0.376,-2.927512,0.442,14.64,0.039,4,15.263,0.085,4,NA,NA,0,14.922,0.061,4,14.484,0.056,4,14.35,0.035,4,NA,NA,0,NA,NA,0
199.067237,0.171,-3.225448,0.104,10.142,0.035,7,10.536,0.056,7,NA,NA,0,10.423,0.143,7,10.065,0.055,7,10.078,0.056,7,10.006,0.032,3,NA,NA,0
199.069021,0.427,-2.647458,0.222,16.924,0.154,1,18.03,0.234,1,NA,NA,0,17.503,0.107,4,16.233,0.15,4,15.373,0.192,4,NA,NA,0,NA,NA,0
199.069586,0.592,-3.510969,0.451,NA,NA,0,NA,NA,0,NA,NA,0,18.167,0.201,1,16.952,0.168,1,NA,NA,0,NA,NA,0,NA,NA,0
199.069856,0.301,-3.20073,0.408,17.575,0.272,1,18.085,0.28,1,NA,NA,0,17.899,0.164,1,16.816,0.146,1,NA,NA,0,NA,NA,0,NA,NA,0
199.070365,0.633,-3.240106,0.363,16.904,0.096,2,17.539,0.176,2,NA,NA,0,16.951,0.117,3,16.685,0.072,3,16.474,0.053,2,NA,NA,0,NA,NA,0
199.071194,1.143,-3.382796,0.722,17.307,0.201,1,17.613,0.187,1,NA,NA,0,17.622,0.03,3,17.21,0.176,3,NA,NA,0,NA,NA,0,NA,NA,0
199.072047,0.142,-2.711314,0.174,11.32,0.011,2,12.195,0.016,2,NA,NA,0,11.709,0.016,2,11.068,0.002,2,10.799,0.051,6,10.603,0.061,4,NA,NA,0
199.072105,0.635,-3.064429,0.238,16.915,0.157,1,17.571,0.173,1,NA,NA,0,17.572,0.011,3,16.908,0.203,3,NA,NA,0,NA,NA,0,NA,NA,0
