radeg,raerr("),decdeg,decerr("),Johnson_V (V),Verr,Vnobs,Johnson_B (B),Berr,Bnobs,Sloan_u (SU),SUerr,SUnobs,Sloan_g (SG),SGerr,SGnobs,Sloan_r (SR),SRerr,SRnobs,Sloan_i (SI),SIerr,SInobs,Sloan_z (SZ),SZerr,SZnobs,PanSTARRS_Y (Y),Yerr,Ynobs
198.767894,0.62,-3.267846,0.431,16.684,0.139,3,18.058,0.466,3,NA,NA,0,17.245,0.091,4,16.125,0.098,4,15.679,0.163,4,NA,NA,0,NA,NA,0
198.768184,0.067,-2.99083,0.356,NA,NA,0,NA,NA,0,NA,NA,0,17.772,0.134,1,16.597,0.112,1,15.449,0.113,1,NA,NA,0,NA,NA,0
198.769264,0.456,-3.129587,0.259,NA,NA,0,NA,NA,0,NA,NA,0,18.228,0.097,2,16.885,0.062,2,15.918,0.08,2,NA,NA,0,NA,NA,0
198.769368,0.577,-2.844802,0.243,15.978,0.075,4,16.564,0.085,4,NA,NA,0,16.209,0.017,4,15.773,0.117,4,15.647,0.187,4,NA,NA,0,NA,NA,0
198.771551,0.384,-2.754057,0.303,14.683,0.048,4,15.207,0.034,4,NA,NA,0,14.931,0.021,4,14.54,0.052,4,14.49,0.11,4,NA,NA,0,NA,NA,0
198.772174,0.383,-3.117326,0.35,16.565,0.099,1,18.119,0.26,1,NA,NA,0,17.404,0.208,4,15.971,0.191,4,14.778,0.101,4,NA,NA,0,NA,NA,0
198.772296,0.612,-2.634664,0.262,16.441,0.094,4,17.207,0.161,4,NA,NA,0,16.857,0.1,4,16.135,0.039,4,15.728,0.056,3,NA,NA,0,NA,NA,0
198.773127,0.677,-3.423674,0.416,16.253,0.016,4,17.308,0.084,4,NA,NA,0,16.812,0.085,4,15.95,0.098,4,15.618,0.14,4,NA,NA,0,NA,NA,0
198.77327,0.572,-2.708965,0.534,16.789,0.152,1,17.753,0.287,1,NA,NA,0,17.507,0.01,2,16.924,0.007,2,NA,NA,0,NA,NA,0,NA,NA,0
198.773522,0.417,-3.033908,0.252,13.483,0.011,4,14.152,0.026,4,NA,NA,0,13.771,0.018,4,13.302,0.04,4,13.152,0.069,4,12.877,0.132,4,NA,NA,0
198.774121,0.112,-3.339832,0.342,17.252,0.177,1,17.739,0.192,1,NA,NA,0,17.564,0.104,1,17.261,0.173,1,NA,NA,0,NA,NA,0,NA,NA,0
198.776447,0.607,-2.765895,0.195,NA,NA,0,NA,NA,0,NA,NA,0,18.289,0.258,1,17.354,0.249,1,NA,NA,0,NA,NA,0,NA,NA,0
198.777463,0.767,-3.33659,0.384,16.442,0.076,3,17.68,0.091,3,NA,NA,0,17.149,0.042,4,15.969,0.117,4,15.611,0.196,4,NA,NA,0,NA,NA,0
198.777481,0.609,-3.471804,0.448,14.212,0.013,4,15.269,0.021,4,NA,NA,0,14.719,0.013,4,13.775,0.038,4,13.441,0.026,4,13.024,0.108,3,NA,NA,0
198.779856,0.483,-3.352636,0.336,14.433,0.023,4,14.938,0.065,4,NA,NA,0,14.629,0.028,4,14.322,0.057,4,14.297,0.032,4,13.534,0.253,1,NA,NA,0
198.779881,0.607,-2.527705,0.958,NA,NA,0,NA,NA,0,NA,NA,0,18.273,0.181,1,16.803,0.143,1,15.92,0.207,1,NA,NA,0,NA,NA,0
198.779896,0.286,-3.24269,0.262,13.57,0.006,4,14.5,0.041,4,NA,NA,0,13.989,0.009,4,13.269,0.043,4,13.046,0.027,4,12.739,0.025,4,NA,NA,0
198.782948,0.646,-3.013948,0.381,16.374,0.109,2,17.499,0.118,2,NA,NA,0,17.042,0.049,4,16.329,0.056,4,16.009,0.205,3,NA,NA,0,NA,NA,0
198.783139,0.687,-3.313057,0.877,16.65,0.007,2,17.769,0.082,2,NA,NA,0,17.146,0.033,2,16.362,0.009,2,16.138,0.172,1,NA,NA,0,NA,NA,0
198.78493,0.141,-3.336476,0.17,14.902,0.016,4,15.571,0.046,4,NA,NA,0,15.201,0.021,4,14.747,0.06,4,14.662,0.039,4,NA,NA,0,NA,NA,0
198.785992,0.938,-2.888875,0.37,17.005,0.151,1,17.653,0.211,1,NA,NA,0,17.491,0.021,3,16.255,0.159,3,15.89,0.101,3,NA,NA,0,NA,NA,0
198.786003,0.404,-3.147263,0.266,16.285,0.043,4,17.122,0.134,4,NA,NA,0,16.647,0.091,4,15.954,0.089,4,15.7,0.07,4,NA,NA,0,NA,NA,0
198.787937,0.495,-3.043655,0.266,15.928,0.171,4,16.508,0.056,4,NA,NA,0,16.202,0.032,4,15.78,0.162,4,15.551,0.149,3,NA,NA,0,NA,NA,0
198.789268,0.337,-3.297433,0.29,14.398,0.027,4,15.667,0.032,4,NA,NA,0,15.058,0.012,4,13.847,0.057,4,13.449,0.041,4,13.136,0.136,4,NA,NA,0
198.79127,0.209,-2.996261,0.119,9.884,0.031,4,10.985,0.051,5,NA,NA,0,10.475,0.147,6,9.504,0.046,4,9.176,0.047,4,8.97,0.043,4,NA,NA,0
198.793003,0.336,-2.960226,0.27,14.103,0.026,4,14.801,0.029,4,NA,NA,0,14.408,0.01,4,13.936,0.06,4,13.833,0.053,4,13.304,0.173,2,NA,NA,0
198.793557,0.552,-3.351937,0.164,17.228,0.179,1,19.019,0.599,1,NA,NA,0,18.25,0.194,1,17.42,0.211,1,NA,NA,0,NA,NA,0,NA,NA,0
198.795766,0.406,-3.151183,0.431,13.993,0.017,4,14.918,0.035,4,NA,NA,0,14.406,0.014,4,13.707,0.053,4,13.448,0.053,4,13.11,0.056,3,NA,NA,0
198.796399,0.306,-3.244819,0.249,NA,NA,0,NA,NA,0,NA,NA,0,18.18,0.187,1,17.108,0.168,1,15.789,0.144,1,NA,NA,0,NA,NA,0
198.803832,0.412,-3.030322,0.245,15.96,0.083,4,16.644,0.081,4,NA,NA,0,16.3,0.065,4,15.862,0.043,4,15.517,0.112,4,NA,NA,0,NA,NA,0
198.8053,0.625,-2.864224,0.289,15.847,0.026,4,16.61,0.109,4,NA,NA,0,16.191,0.024,4,15.666,0.059,4,15.499,0.151,4,NA,NA,0,NA,NA,0
198.806688,0.368,-3.436838,0.354,14.682,0.029,4,15.362,0.05,4,NA,NA,0,14.934,0.029,4,14.488,0.061,4,14.398,0.059,4,NA,NA,0,NA,NA,0
198.807141,0.459,-3.533458,0.447,16.094,0.144,4,16.797,0.125,4,NA,NA,0,16.346,0.067,4,15.789,0.075,4,15.689,0.067,2,NA,NA,0,NA,NA,0
198.808237,0.506,-2.943224,0.159,17.215,0.183,1,17.432,0.163,1,NA,NA,0,17.511,0.114,1,16.985,0.161,1,NA,NA,0,NA,NA,0,NA,NA,0
198.808245,0.81,-2.983374,0.432,16.26,0.072,4,17.035,0.086,4,NA,NA,0,16.603,0.064,4,16.127,0.128,4,16.484,0.272,2,NA,NA,0,NA,NA,0
198.80853,0.546,-3.125044,0.243,17.248,0.18,1,17.506,0.161,1,NA,NA,0,17.165,0.091,2,16.73,0.09,2,NA,NA,0,NA,NA,0,NA,NA,0
198.809798,0.331,-3.379865,0.124,15.131,0.026,4,15.803,0.036,4,NA,NA,0,15.377,0.029,4,14.939,0.044,4,14.756,0.029,4,NA,NA,0,NA,NA,0
198.810843,0.505,-3.507655,0.346,14.226,0.024,4,15.01,0.043,4,NA,NA,0,14.576,0.02,4,14.038,0.033,4,13.896,0.069,4,13.529,0.133,2,NA,NA,0
198.811196,0.509,-3.519387,0.426,14.265,0.009,4,15.05,0.059,4,NA,NA,0,14.633,0.022,4,14.079,0.057,4,13.923,0.052,4,13.571,0.269,2,NA,NA,0
198.811434,0.467,-3.499312,0.702,17.482,0.204,1,18.186,0.282,1,NA,NA,0,17.779,0.127,1,17.835,0.3,1,NA,NA,0,NA,NA,0,NA,NA,0
198.812186,0.318,-3.056174,0.222,15.78,0.076,4,16.619,0.024,4,NA,NA,0,16.128,0.033,4,15.542,0.073,4,15.371,0.138,4,NA,NA,0,NA,NA,0
198.813104,0.25,-3.461297,0.661,NA,NA,0,NA,NA,0,NA,NA,0,18.095,0.166,1,17.448,0.213,1,NA,NA,0,NA,NA,0,NA,NA,0
198.81471,0.244,-3.115003,0.229,14.826,0.037,4,15.511,0.045,4,NA,NA,0,15.137,0.017,4,14.634,0.067,4,14.485,0.041,4,NA,NA,0,NA,NA,0
198.816984,0.497,-2.582526,0.376,16.138,0.023,4,17.282,0.232,4,NA,NA,0,16.885,0.078,4,15.617,0.006,4,14.42,0.078,4,NA,NA,0,NA,NA,0
198.817894,0.429,-3.249721,0.4,17.294,0.181,1,17.686,0.181,1,NA,NA,0,17.607,0.109,1,17.032,0.146,1,NA,NA,0,NA,NA,0,NA,NA,0
198.817975,0.581,-2.673154,0.397,17.09,0.282,4,17.429,0.19,4,NA,NA,0,17.355,0.097,4,16.876,0.065,4,NA,NA,0,NA,NA,0,NA,NA,0
198.818448,0.31,-2.814846,0.404,15.187,0.028,4,15.826,0.053,4,NA,NA,0,15.495,0.013,4,15.049,0.05,4,14.915,0.046,4,NA,NA,0,NA,NA,0
198.820314,0.394,-2.494909,0.235,16.323,0.108,4,17.317,0.071,4,NA,NA,0,16.946,0.157,4,15.866,0.099,4,15.499,0.134,4,NA,NA,0,NA,NA,0
198.821383,0.218,-2.652256,0.108,9.588,0.04,5,10.534,0.059,7,NA,NA,0,9.995,0.091,5,9.254,0.058,5,8.98,0.053,5,8.864,0.064,5,NA,NA,0
198.824182,0.438,-3.185503,0.257,15.68,0.044,4,16.67,0.083,4,NA,NA,0,16.143,0.059,4,15.284,0.111,4,15.098,0.13,4,NA,NA,0,NA,NA,0
198.827516,0.304,-3.555522,0.563,17.408,0.2,1,18.258,0.278,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
198.827569,0.389,-2.831538,0.368,14.1,0.048,4,15.744,0.072,4,NA,NA,0,14.88,0.029,4,13.498,0.064,4,12.041,0.072,4,11.187,0.065,5,NA,NA,0
198.830073,0.344,-3.409202,0.185,17.314,0.183,1,17.581,0.166,1,NA,NA,0,17.576,0.11,1,17.095,0.158,1,NA,NA,0,NA,NA,0,NA,NA,0
198.832141,0.667,-2.750186,0.418,16.244,0.105,4,17.204,0.169,4,NA,NA,0,16.632,0.033,4,15.805,0.156,4,15.68,0.097,4,NA,NA,0,NA,NA,0
198.832148,0.171,-3.204107,0.339,NA,NA,0,NA,NA,0,NA,NA,0,18.123,0.175,1,17.226,0.183,1,16.128,0.195,1,NA,NA,0,NA,NA,0
198.832566,0.521,-3.511685,0.393,16.413,0.164,4,17.096,0.181,4,NA,NA,0,16.721,0.077,4,16.272,0.081,4,15.909,0.101,2,NA,NA,0,NA,NA,0
198.833061,0.46,-3.150145,0.311,15.748,0.038,4,17.166,0.179,4,NA,NA,0,16.409,0.117,5,15.203,0.103,5,14.523,0.08,5,NA,NA,0,NA,NA,0
198.835996,0.639,-3.44902,0.347,14.135,0.023,4,15.027,0.043,4,NA,NA,0,14.549,0.018,4,13.802,0.049,4,13.567,0.088,4,13.33,0.161,1,NA,NA,0
198.836409,0.596,-3.038271,0.441,16.022,0.054,6,16.759,0.143,6,NA,NA,0,16.431,0.119,6,15.82,0.063,6,16.189,0.28,4,NA,NA,0,NA,NA,0
198.838566,0.29,-2.560624,0.17,15.762,0.026,4,16.434,0.105,4,NA,NA,0,16.046,0.043,4,15.572,0.051,4,15.26,0.079,4,NA,NA,0,NA,NA,0
198.839013,1.16,-2.884276,0.691,17.567,0.028,2,18.379,0.177,2,NA,NA,0,17.736,0.15,5,16.946,0.301,5,16.387,0.271,1,NA,NA,0,NA,NA,0
198.839126,0.2,-3.219478,0.238,15.388,0.029,6,16.04,0.062,6,NA,NA,0,15.673,0.069,6,15.272,0.08,6,15.043,0.137,6,NA,NA,0,NA,NA,0
198.840917,0.693,-3.04661,0.459,16.49,0.054,6,17.076,0.144,6,NA,NA,0,16.824,0.105,6,16.33,0.156,6,16.29,0.087,5,NA,NA,0,NA,NA,0
198.841051,0.354,-3.361422,0.258,13.538,0.026,6,14.157,0.059,6,NA,NA,0,13.799,0.054,6,13.393,0.075,6,13.305,0.081,6,12.993,0.142,2,NA,NA,0
198.841097,0.414,-3.481365,0.371,16.239,0.081,6,17.061,0.094,6,NA,NA,0,16.651,0.094,6,16.124,0.161,6,15.893,0.219,5,NA,NA,0,NA,NA,0
198.841444,0.546,-3.447365,0.346,15.957,0.062,6,16.693,0.12,6,NA,NA,0,16.343,0.042,6,15.758,0.094,6,15.508,0.213,5,NA,NA,0,NA,NA,0
198.844218,0.434,-3.523888,0.415,17.556,0.215,1,17.608,0.172,1,NA,NA,0,17.843,0.022,2,16.994,0.043,2,NA,NA,0,NA,NA,0,NA,NA,0
198.844504,0.492,-3.332385,0.064,NA,NA,0,NA,NA,0,NA,NA,0,18.249,0.19,1,17.132,0.167,1,16.273,0.214,1,NA,NA,0,NA,NA,0
198.84534,0.533,-3.509667,0.326,16.087,0.075,6,16.859,0.092,6,NA,NA,0,16.48,0.077,6,15.893,0.098,6,15.971,0.123,5,NA,NA,0,NA,NA,0
198.846292,0.691,-3.103541,0.525,16.751,0.115,5,17.375,0.151,5,NA,NA,0,17.045,0.143,6,16.988,0.185,5,16.683,0.17,2,NA,NA,0,NA,NA,0
198.846398,0.678,-2.957004,0.732,17.027,0.147,5,17.56,0.147,5,NA,NA,0,17.475,0.102,6,16.513,0.214,6,16.287,0.237,4,NA,NA,0,NA,NA,0
198.846503,0.67,-3.397002,0.45,16.76,0.185,5,17.622,0.194,5,NA,NA,0,17.182,0.083,6,16.395,0.095,6,16.21,0.182,4,NA,NA,0,NA,NA,0
198.846974,0.224,-3.140816,0.241,14.883,0.052,6,15.831,0.114,6,NA,NA,0,15.352,0.064,6,14.557,0.069,6,14.239,0.105,6,NA,NA,0,NA,NA,0
198.847112,0.526,-3.557435,0.414,NA,NA,0,NA,NA,0,NA,NA,0,17.6,0.146,5,16.551,0.2,5,16.136,0.063,3,NA,NA,0,NA,NA,0
198.850097,0.717,-3.311459,0.459,16.705,0.053,4,17.604,0.148,4,NA,NA,0,17.039,0.108,5,16.426,0.127,5,15.996,0.127,4,NA,NA,0,NA,NA,0
198.850598,0.221,-3.499244,0.192,14.664,0.027,6,15.352,0.083,6,NA,NA,0,14.958,0.064,6,14.456,0.074,6,14.358,0.096,6,13.858,0.266,1,NA,NA,0
198.85138,0.686,-3.219622,0.588,NA,NA,0,NA,NA,0,NA,NA,0,17.329,0.046,4,16.913,0.24,4,16.342,0.221,1,NA,NA,0,NA,NA,0
198.85249,0.734,-3.65548,0.439,16.542,0.114,4,17.654,0.269,4,NA,NA,0,17.135,0.08,6,16.179,0.131,6,15.634,0.161,6,NA,NA,0,NA,NA,0
198.854342,0.525,-2.758946,0.317,15.745,0.049,3,16.711,0.146,3,NA,NA,0,16.403,0.327,4,15.642,0.248,4,15.33,0.314,4,NA,NA,0,NA,NA,0
198.855087,0.725,-3.019168,0.556,17.432,0.225,1,18.09,0.302,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
198.855242,0.347,-3.407052,0.235,14.798,0.034,6,15.643,0.038,6,NA,NA,0,15.171,0.07,6,14.577,0.076,6,14.553,0.094,6,13.88,0.26,1,NA,NA,0
198.855343,0.67,-3.06225,0.638,16.791,0.14,5,17.344,0.129,5,NA,NA,0,17.016,0.089,6,16.488,0.173,6,15.689,0.328,3,NA,NA,0,NA,NA,0
198.856543,0.422,-2.970395,0.393,14.78,0.049,6,15.739,0.071,6,NA,NA,0,15.225,0.039,6,14.438,0.075,6,14.247,0.098,6,13.459,0.221,1,NA,NA,0
198.856714,0.255,-2.68211,0.245,15.551,0.057,4,16.309,0.031,4,NA,NA,0,15.834,0.058,4,15.321,0.049,4,15.083,0.092,4,NA,NA,0,NA,NA,0
198.856944,0.874,-2.946184,0.268,17.173,0.209,2,18.25,0.402,2,NA,NA,0,17.921,0.167,1,16.867,0.153,1,NA,NA,0,NA,NA,0,NA,NA,0
198.857173,0.789,-3.046372,0.722,16.652,0.118,6,17.269,0.067,6,NA,NA,0,16.89,0.197,6,16.603,0.094,6,16.37,0.288,3,NA,NA,0,NA,NA,0
198.857922,0.728,-2.557273,0.612,16.707,0.102,4,17.251,0.065,4,NA,NA,0,16.918,0.034,4,16.373,0.086,4,16.167,0.228,1,NA,NA,0,NA,NA,0
198.859061,0.693,-3.552031,0.4,NA,NA,0,NA,NA,0,NA,NA,0,17.707,0.075,3,16.901,0.187,3,NA,NA,0,NA,NA,0,NA,NA,0
198.859377,0.169,-3.612881,0.116,11.599,0.014,6,12.581,0.061,6,NA,NA,0,12.06,0.057,6,11.323,0.068,6,11.105,0.091,6,10.94,0.02,3,NA,NA,0
198.860253,0.742,-2.675741,0.644,16.097,0.048,4,17.048,0.097,4,NA,NA,0,16.568,0.061,4,15.693,0.041,4,15.203,0.081,4,NA,NA,0,NA,NA,0
198.861013,0.88,-2.838508,0.674,17.808,0.342,1,17.338,0.181,1,NA,NA,0,17.712,0.159,1,17.15,0.194,1,16.199,0.252,1,NA,NA,0,NA,NA,0
198.86136,0.747,-3.50312,0.472,16.452,0.089,6,17.098,0.109,6,NA,NA,0,16.75,0.121,6,16.268,0.099,6,16.014,0.13,4,NA,NA,0,NA,NA,0
198.862787,0.407,-2.645408,0.03,NA,NA,0,NA,NA,0,NA,NA,0,17.809,0.123,1,16.662,0.137,1,15.384,0.145,1,NA,NA,0,NA,NA,0
198.86302,0.404,-3.024904,0.354,15.631,0.059,6,16.392,0.114,6,NA,NA,0,16.036,0.065,6,15.525,0.093,6,15.454,0.173,6,NA,NA,0,NA,NA,0
198.863546,0.325,-3.375391,0.217,14.421,0.046,6,15.117,0.083,6,NA,NA,0,14.708,0.054,6,14.232,0.076,6,14.087,0.103,6,NA,NA,0,NA,NA,0
198.863773,0.724,-2.717889,0.139,NA,NA,0,18.131,0.33,1,NA,NA,0,17.965,0.228,1,17.054,0.212,1,NA,NA,0,NA,NA,0,NA,NA,0
198.865803,0.638,-3.510095,0.575,16.278,0.086,4,17.482,0.122,4,NA,NA,0,16.864,0.111,6,15.778,0.095,6,15.372,0.109,6,NA,NA,0,NA,NA,0
198.86763,0.464,-2.521491,0.404,16.831,0.071,4,17.498,0.255,4,NA,NA,0,17.253,0.048,4,16.387,0.062,4,15.934,0.115,2,NA,NA,0,NA,NA,0
198.868996,0.753,-2.851472,0.447,NA,NA,0,NA,NA,0,NA,NA,0,18.656,0.355,1,17.139,0.223,1,16.399,0.309,1,NA,NA,0,NA,NA,0
198.86921,0.377,-3.155006,0.377,14.126,0.043,6,14.89,0.058,6,NA,NA,0,14.445,0.055,6,13.942,0.063,6,13.785,0.1,6,13.823,0.229,1,NA,NA,0
198.869267,1.094,-3.005385,0.541,17.085,0.226,4,17.548,0.157,4,NA,NA,0,17.302,0.071,4,16.746,0.142,4,NA,NA,0,NA,NA,0,NA,NA,0
198.869391,0.71,-3.080672,0.227,NA,NA,0,NA,NA,0,NA,NA,0,17.83,0.1,2,17.248,0.074,2,NA,NA,0,NA,NA,0,NA,NA,0
198.86955,0.62,-3.122048,0.524,16.364,0.082,6,17.06,0.075,6,NA,NA,0,16.607,0.117,6,16.142,0.043,6,16.035,0.348,5,NA,NA,0,NA,NA,0
198.870657,0.383,-3.110688,0.374,13.462,0.042,6,14.263,0.056,6,NA,NA,0,13.824,0.053,6,13.252,0.063,6,13.065,0.084,6,12.793,0.067,4,NA,NA,0
198.870788,0.479,-2.967582,0.394,15.988,0.067,6,16.773,0.136,6,NA,NA,0,16.365,0.077,6,15.653,0.08,6,15.5,0.081,6,NA,NA,0,NA,NA,0
198.873721,0.597,-2.950838,0.438,16.348,0.131,6,17.163,0.104,6,NA,NA,0,16.744,0.048,6,16.153,0.147,6,15.949,0.329,5,NA,NA,0,NA,NA,0
198.876052,0.635,-3.287753,0.481,17.164,0.217,5,17.591,0.209,5,NA,NA,0,17.359,0.123,5,16.721,0.115,5,16.311,0.23,1,NA,NA,0,NA,NA,0
198.876143,0.691,-2.870885,0.365,16.077,0.082,6,16.776,0.106,6,NA,NA,0,16.375,0.083,6,15.88,0.124,6,15.727,0.189,4,NA,NA,0,NA,NA,0
198.878581,0.351,-3.551502,0.247,15.554,0.034,6,16.118,0.07,6,NA,NA,0,15.816,0.073,6,15.525,0.071,6,15.379,0.097,6,NA,NA,0,NA,NA,0
198.879042,0.502,-2.745451,0.472,14.396,0.063,4,15.033,0.02,4,NA,NA,0,14.697,0.007,4,14.255,0.054,4,14.041,0.122,4,13.354,0.16,1,NA,NA,0
198.87919,0.8,-3.378348,0.612,17.373,0.054,3,17.655,0.097,3,NA,NA,0,17.625,0.193,2,17.255,0.05,2,NA,NA,0,NA,NA,0,NA,NA,0
198.880511,0.797,-3.316277,0.684,17.108,0.041,2,18.041,0.061,2,NA,NA,0,17.658,0.06,3,17.088,0.084,3,NA,NA,0,NA,NA,0,NA,NA,0
198.882931,0.254,-2.893286,0.279,NA,NA,0,NA,NA,0,NA,NA,0,18.773,0.357,2,17.511,0.295,1,NA,NA,0,NA,NA,0,NA,NA,0
198.883672,0.542,-2.847382,0.513,14.355,0.034,6,15.358,0.03,6,NA,NA,0,14.839,0.03,6,14.024,0.072,6,13.801,0.067,6,13.483,0.033,2,NA,NA,0
198.884855,0.819,-3.302914,0.076,18.099,0.355,1,18.007,0.254,1,NA,NA,0,17.833,0.134,1,17.623,0.25,1,NA,NA,0,NA,NA,0,NA,NA,0
198.885857,0.321,-3.411255,0.223,15.237,0.035,6,15.945,0.073,6,NA,NA,0,15.516,0.085,6,15.03,0.065,6,14.892,0.081,6,NA,NA,0,NA,NA,0
198.887815,0.355,-3.047859,0.338,14.062,0.021,6,15.443,0.052,6,NA,NA,0,14.713,0.055,6,13.632,0.057,6,13.192,0.099,6,12.972,0.079,4,NA,NA,0
198.887961,0.674,-2.992101,0.828,17.068,0.014,2,18.03,0.046,2,NA,NA,0,17.813,0.132,5,16.396,0.082,4,15.585,0.117,4,NA,NA,0,NA,NA,0
198.888686,1.003,-2.961154,0.537,17.046,0.125,5,17.657,0.199,5,NA,NA,0,17.314,0.137,6,16.842,0.185,6,16.459,0.255,3,NA,NA,0,NA,NA,0
198.889478,0.344,-3.478567,0.314,15.472,0.059,6,16.187,0.061,6,NA,NA,0,15.764,0.049,6,15.286,0.062,6,15.137,0.093,6,NA,NA,0,NA,NA,0
198.890256,0.424,-2.916866,0.232,17.663,0.287,1,NA,NA,0,NA,NA,0,18.097,0.213,1,17.916,0.388,1,NA,NA,0,NA,NA,0,NA,NA,0
198.89205,0.663,-3.447317,0.327,14.401,0.035,6,15.244,0.09,6,NA,NA,0,14.792,0.067,6,14.145,0.073,6,13.946,0.092,6,13.793,0.242,1,NA,NA,0
198.894616,0.577,-3.502385,0.369,NA,NA,0,NA,NA,0,NA,NA,0,18.387,0.221,1,17.045,0.15,1,15.704,0.127,1,NA,NA,0,NA,NA,0
198.896102,0.968,-2.914617,0.729,16.926,0.316,5,17.384,0.123,5,NA,NA,0,17.315,0.104,6,17.034,0.221,6,16.016,0.338,3,NA,NA,0,NA,NA,0
198.898384,0.945,-2.516275,0.381,17.174,0.028,2,18.16,0.218,2,NA,NA,0,17.581,0.071,3,17.118,0.07,3,NA,NA,0,NA,NA,0,NA,NA,0
198.900967,0.849,-2.642525,0.331,16.863,0.14,1,17.619,0.153,1,NA,NA,0,17.402,0.088,1,17.093,0.182,1,NA,NA,0,NA,NA,0,NA,NA,0
198.901155,0.917,-3.53156,0.528,17.056,0.226,5,17.446,0.174,5,NA,NA,0,17.277,0.165,6,16.753,0.11,6,NA,NA,0,NA,NA,0,NA,NA,0
198.901365,0.567,-2.65383,0.25,16.328,0.089,4,16.932,0.152,4,NA,NA,0,16.591,0.017,4,16.274,0.123,4,16.062,0.219,1,NA,NA,0,NA,NA,0
198.902105,0.577,-3.526028,0.3,17.495,0.102,3,17.574,0.105,3,NA,NA,0,17.391,0.068,2,17.948,0.018,2,NA,NA,0,NA,NA,0,NA,NA,0
198.903103,0.293,-2.974425,0.362,14.984,0.07,6,15.893,0.1,6,NA,NA,0,15.433,0.048,6,14.689,0.083,6,14.542,0.13,6,NA,NA,0,NA,NA,0
198.904778,0.314,-3.038941,0.278,15.212,0.043,6,15.971,0.101,6,NA,NA,0,15.553,0.065,6,15.026,0.058,6,14.771,0.124,6,NA,NA,0,NA,NA,0
198.905906,0.541,-3.440413,0.511,17.363,0.197,1,18.247,0.3,1,NA,NA,0,17.745,0.099,2,17.402,0.305,2,NA,NA,0,NA,NA,0,NA,NA,0
198.906447,0.551,-2.720179,0.83,NA,NA,0,NA,NA,0,NA,NA,0,18.303,0.319,1,18.078,0.535,1,16.479,0.366,1,NA,NA,0,NA,NA,0
198.910025,0.759,-2.809702,0.632,16.016,0.163,6,16.996,0.152,6,NA,NA,0,16.447,0.053,6,15.747,0.165,6,15.582,0.14,6,NA,NA,0,NA,NA,0
198.911075,0.735,-3.057164,0.406,17.382,0.224,1,18.348,0.38,1,NA,NA,0,17.78,0.058,2,17.757,0.422,2,NA,NA,0,NA,NA,0,NA,NA,0
198.911974,0.316,-3.569275,0.325,14.819,0.033,6,15.55,0.068,6,NA,NA,0,15.142,0.078,6,14.68,0.05,6,14.52,0.127,6,NA,NA,0,NA,NA,0
198.913633,0.258,-3.087064,0.15,NA,NA,0,17.935,0.251,1,NA,NA,0,17.949,0.179,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0
198.913857,0.256,-3.356806,0.147,15.212,0.06,6,15.922,0.116,6,NA,NA,0,15.555,0.073,6,15.022,0.05,6,14.909,0.121,6,NA,NA,0,NA,NA,0
198.915375,0.683,-3.315818,0.347,17.054,0.148,1,18.177,0.273,1,NA,NA,0,17.49,0.084,4,16.974,0.151,4,16.132,0.465,2,NA,NA,0,NA,NA,0
198.91603,0.824,-2.855338,0.549,16.211,0.072,6,17.468,0.17,6,NA,NA,0,16.867,0.13,6,15.727,0.116,6,15.549,0.143,6,NA,NA,0,NA,NA,0
198.916121,0.935,-3.220421,0.562,NA,NA,0,NA,NA,0,NA,NA,0,17.777,0.1,4,16.602,0.083,4,16.254,0.181,2,NA,NA,0,NA,NA,0
198.917072,0.837,-3.118253,0.477,NA,NA,0,NA,NA,0,NA,NA,0,17.809,0.194,5,16.61,0.064,5,16.039,0.26,4,NA,NA,0,NA,NA,0
198.917737,0.52,-3.388419,0.209,15.975,0.116,6,17.011,0.096,6,NA,NA,0,16.515,0.089,6,15.577,0.084,6,15.406,0.115,6,NA,NA,0,NA,NA,0
198.918233,1.277,-2.579921,0.117,17.642,0.28,1,18.035,0.212,1,NA,NA,0,17.701,0.106,1,17.089,0.193,1,NA,NA,0,NA,NA,0,NA,NA,0
198.918287,0.394,-2.682066,0.456,16.809,0.183,3,17.431,0.178,3,NA,NA,0,17.029,0.073,4,16.533,0.164,4,NA,NA,0,NA,NA,0,NA,NA,0
198.919865,1.258,-3.064345,0.93,17.246,0.112,2,17.998,0.07,2,NA,NA,0,17.711,0.114,3,17.035,0.199,3,16.199,0.365,1,NA,NA,0,NA,NA,0
198.920143,0.564,-3.688934,0.318,16.164,0.03,6,17.241,0.141,6,NA,NA,0,16.629,0.054,6,15.858,0.05,6,15.602,0.226,6,NA,NA,0,NA,NA,0
198.920908,0.932,-2.981457,0.597,17.006,0.334,3,17.758,0.347,3,NA,NA,0,17.777,0.042,2,17.105,0.16,2,NA,NA,0,NA,NA,0,NA,NA,0
198.920987,0.761,-2.72474,0.394,15.646,0.071,4,16.487,0.101,4,NA,NA,0,16.011,0.031,4,15.332,0.084,4,15.128,0.097,4,NA,NA,0,NA,NA,0
