0, 328
1, 348
2, 328
3, 286
4, 322
5, 342
6, 332
7, 335
8, 324
9, 327
10, 311
11, 342
12, 330
13, 313
14, 338
15, 362
16, 312
17, 321
18, 337
19, 283
20, 336
21, 343
22, 342
23, 328
24, 322
25, 305
26, 321
27, 370
28, 344
29, 363
30, 311
31, 335
32, 342
33, 340
34, 358
35, 323
36, 335
37, 352
38, 315
39, 324
40, 330
41, 366
42, 319
43, 340
44, 340
45, 358
46, 345
47, 323
48, 342
49, 355
50, 315
51, 341
52, 363
53, 352
54, 325
55, 329
56, 333
57, 388
58, 312
59, 294
60, 307
61, 315
62, 328
63, 365
64, 344
65, 372
66, 355
67, 336
68, 313
69, 344
70, 351
71, 383
72, 317
73, 379
74, 350
75, 345
76, 354
77, 329
78, 403
79, 330
80, 372
81, 377
82, 362
83, 396
84, 445
85, 353
86, 357
87, 378
88, 382
89, 395
90, 375
91, 391
92, 339
93, 348
94, 328
95, 339
96, 329
97, 343
98, 353
99, 386
100, 378
101, 386
102, 362
103, 402
104, 359
105, 361
106, 397
107, 401
108, 367
109, 351
110, 376
111, 361
112, 349
113, 377
114, 376
115, 424
116, 474
117, 507
118, 455
119, 493
120, 427
121, 459
122, 504
123, 461
124, 479
125, 461
126, 461
127, 567
128, 465
129, 547
130, 507
131, 543
132, 552
133, 499
134, 553
135, 609
136, 452
137, 466
138, 535
139, 453
140, 524
141, 511
142, 513
143, 592
144, 538
145, 534
146, 451
147, 609
148, 480
149, 541
150, 517
151, 624
152, 573
153, 577
154, 558
155, 587
156, 626
157, 599
158, 699
159, 717
160, 657
161, 561
162, 580
163, 546
164, 551
165, 684
166, 594
167, 576
168, 625
169, 643
170, 646
171, 636
172, 595
173, 570
174, 540
175, 618
176, 669
177, 613
178, 610
179, 614
180, 555
181, 526
182, 624
183, 586
184, 568
185, 713
186, 687
187, 682
188, 635
189, 618
190, 663
191, 619
192, 616
193, 593
194, 623
195, 612
196, 756
197, 713
198, 659
199, 644
200, 721
201, 664
202, 662
203, 617
204, 756
205, 853
206, 790
207, 757
208, 677
209, 992
210, 922
211, 776
212, 574
213, 703
214, 879
215, 861
216, 804
217, 837
218, 879
219, 999
220, 1010
221, 967
222, 902
223, 852
224, 936
225, 866
