0, 307
1, 398
2, 369
3, 400
4, 374
5, 349
6, 373
7, 369
8, 395
9, 349
10, 391
11, 357
12, 428
13, 337
14, 399
15, 407
16, 402
17, 387
18, 371
19, 402
20, 397
21, 391
22, 440
23, 388
24, 404
25, 436
26, 474
27, 408
28, 455
29, 459
30, 422
31, 391
32, 450
33, 456
34, 476
35, 526
36, 479
37, 505
38, 442
39, 467
40, 443
41, 410
42, 411
43, 462
44, 462
45, 493
46, 573
47, 527
48, 511
49, 520
50, 602
51, 524
52, 520
53, 554
54, 616
55, 472
56, 547
57, 534
58, 609
59, 593
60, 651
61, 617
62, 646
63, 696
64, 579
65, 742
66, 627
67, 732
68, 736
69, 709
70, 714
71, 642
72, 739
73, 661
74, 813
75, 601
76, 618
77, 654
78, 630
79, 701
80, 763
81, 794
82, 796
83, 900
84, 842
85, 917
86, 927
87, 967
88, 918
89, 983
90, 863
91, 736
92, 946
93, 881
94, 952
95, 924
96, 931
97, 1047
98, 1072
99, 993
100, 1043
101, 1107
102, 963
103, 997
104, 994
105, 1053
106, 928
107, 1052
108, 799
109, 818
110, 974
111, 898
112, 1146
113, 1038
114, 1197
115, 1194
116, 1168
117, 1298
118, 1316
119, 1146
120, 1244
121, 1241
122, 1223
123, 1241
124, 1153
125, 1351
126, 1143
127, 1313
128, 1315
129, 1463
130, 1258
131, 1083
132, 1293
133, 1424
134, 1325
135, 1473
136, 1485
137, 1283
138, 1534
139, 1583
140, 1587
141, 1522
142, 1392
143, 1522
144, 1551
145, 1439
146, 1594
147, 1525
148, 1582
149, 1624
150, 1654
151, 1619
152, 1495
153, 1660
154, 1603
155, 1664
156, 1598
157, 1722
158, 1515
159, 1624
160, 1353
161, 1194
162, 1417
163, 1616
164, 1570
165, 1698
166, 1817
167, 1836
168, 1829
169, 1844
170, 1922
171, 1908
172, 1932
173, 1816
174, 2026
175, 1920
176, 2140
177, 1768
178, 1847
179, 2195
180, 2153
181, 2226
182, 2042
183, 2086
184, 2188
185, 2227
186, 2139
187, 2132
188, 2139
189, 2248
190, 2229
191, 2276
192, 2287
193, 2359
194, 2355
195, 2362
196, 2266
197, 2242
198, 2409
199, 2395
200, 2238
201, 2471
202, 2543
203, 2390
204, 2497
205, 2469
206, 2408
207, 2396
208, 2450
209, 2588
210, 2527
211, 2672
212, 2579
213, 2746
214, 2666
215, 2552
216, 2456
217, 2557
218, 2697
219, 2544
220, 2632
221, 2618
222, 2654
223, 2686
224, 2672
225, 2702
226, 2775
227, 2925
228, 2769
229, 2887
230, 2840
231, 2919
232, 2899
233, 2960
234, 3160
235, 2935
236, 3001
237, 2893
238, 3134
239, 2963
240, 2911
241, 3191
242, 3177
243, 3212
244, 2962
245, 3151
246, 2988
247, 2992
248, 3042
249, 3039
250, 2951
251, 2728
252, 2763
253, 2276
254, 2165
255, 2385
256, 2851
257, 2933
258, 3181
259, 3179
260, 3230
261, 3421
262, 3336
263, 3402
264, 3102
265, 3480
266, 3218
267, 3104
268, 3390
269, 3318
270, 3311
271, 3009
272, 2964
273, 3152
274, 3309
275, 3520
276, 3732
277, 3538
278, 3315
279, 3530
280, 3635
281, 3372
282, 3794
283, 3541
284, 3447
285, 3598
286, 3641
287, 3607
288, 3728
289, 3926
290, 3732
291, 3722
292, 3636
293, 3572
294, 3589
295, 3919
296, 3974
297, 3907
298, 3787
299, 4030
300, 3782
301, 3882
302, 3663
303, 3667
304, 3512
305, 3126
306, 3694
307, 3500
308, 3856
309, 3743
310, 3911
311, 3866
312, 3781
313, 3913
314, 3950
315, 3878
316, 4064
317, 4026
318, 4159
319, 3926
320, 3892
321, 4198
322, 4351
323, 4238
324, 4078
