0, 305
1, 324
2, 322
3, 337
4, 331
5, 318
6, 331
7, 284
8, 350
9, 352
10, 321
11, 362
12, 350
13, 334
14, 333
15, 320
16, 293
17, 331
18, 297
19, 370
20, 322
21, 313
22, 324
23, 356
24, 359
25, 343
26, 335
27, 334
28, 289
29, 303
30, 353
31, 342
32, 313
33, 340
34, 337
35, 371
36, 315
37, 355
38, 308
39, 325
40, 355
41, 350
42, 325
43, 352
44, 376
45, 312
46, 330
47, 308
48, 375
49, 376
50, 319
51, 333
52, 348
53, 333
54, 312
55, 289
56, 325
57, 312
58, 325
59, 396
60, 356
61, 343
62, 305
63, 370
64, 350
65, 358
66, 365
67, 386
68, 370
69, 398
70, 366
71, 339
72, 347
73, 334
74, 363
75, 311
76, 364
77, 323
78, 323
79, 363
80, 393
81, 375
82, 381
83, 428
84, 366
85, 389
86, 365
87, 391
88, 382
89, 332
90, 368
91, 366
92, 440
93, 374
94, 355
95, 369
96, 305
97, 377
98, 388
99, 377
100, 446
101, 331
102, 350
103, 454
104, 347
105, 446
106, 415
107, 419
108, 359
109, 391
110, 318
111, 397
112, 401
113, 433
114, 434
115, 440
116, 464
117, 415
118, 482
119, 478
120, 490
121, 427
122, 470
123, 541
124, 461
125, 517
126, 495
127, 459
128, 440
129, 511
130, 441
131, 456
132, 606
133, 497
134, 513
135, 518
136, 486
137, 534
138, 459
139, 503
140, 520
141, 442
142, 545
143, 489
144, 531
145, 488
146, 528
147, 443
148, 471
149, 513
150, 537
151, 518
152, 505
153, 556
154, 481
155, 524
156, 595
157, 530
158, 586
159, 559
160, 580
161, 515
162, 537
163, 512
164, 562
165, 548
166, 546
167, 608
168, 611
169, 589
170, 697
171, 650
172, 630
173, 618
174, 619
175, 547
176, 664
177, 660
178, 588
179, 620
180, 637
181, 626
182, 595
183, 738
184, 648
185, 651
186, 701
187, 714
188, 649
189, 582
190, 611
191, 640
192, 674
193, 679
194, 655
195, 608
196, 670
197, 768
198, 704
199, 565
200, 599
201, 697
202, 658
203, 676
204, 632
205, 772
206, 654
207, 703
208, 796
209, 629
210, 622
211, 640
212, 727
213, 719
214, 664
215, 766
216, 708
217, 718
218, 755
219, 701
220, 689
221, 687
222, 675
223, 688
224, 788
225, 732
226, 724
227, 788
