0, 307
1, 282
2, 354
3, 337
4, 314
5, 309
6, 314
7, 346
8, 334
9, 321
10, 337
11, 331
12, 310
13, 315
14, 348
15, 320
16, 351
17, 333
18, 316
19, 325
20, 343
21, 367
22, 360
23, 325
24, 304
25, 330
26, 354
27, 341
28, 359
29, 380
30, 342
31, 320
32, 365
33, 391
34, 340
35, 332
36, 334
37, 379
38, 382
39, 416
40, 364
41, 383
42, 371
43, 401
44, 390
45, 353
46, 386
47, 384
48, 426
49, 452
50, 386
51, 398
52, 405
53, 448
54, 417
55, 449
56, 402
57, 446
58, 394
59, 360
60, 437
61, 372
62, 427
63, 448
64, 408
65, 446
66, 446
67, 424
68, 405
69, 460
70, 503
71, 530
72, 466
73, 522
74, 554
75, 492
76, 482
77, 509
78, 450
79, 485
80, 489
81, 428
82, 398
83, 419
84, 478
85, 521
86, 475
87, 489
88, 504
89, 545
90, 562
91, 537
92, 602
93, 514
94, 528
95, 499
96, 644
97, 506
98, 454
99, 432
100, 470
101, 487
102, 560
103, 568
104, 582
105, 559
106, 614
107, 577
108, 638
109, 625
110, 539
111, 521
112, 418
113, 457
114, 458
115, 571
116, 534
117, 560
118, 650
119, 636
120, 683
121, 605
122, 697
123, 682
124, 655
125, 659
126, 770
127, 678
128, 679
129, 729
130, 699
131, 794
132, 777
133, 828
134, 758
135, 783
136, 752
137, 728
138, 674
139, 691
140, 841
141, 880
142, 765
143, 819
144, 914
145, 828
146, 876
147, 710
148, 794
149, 945
150, 783
151, 738
152, 878
153, 796
154, 881
155, 806
156, 849
157, 815
158, 865
159, 774
160, 896
161, 847
162, 868
163, 760
164, 660
165, 586
166, 625
167, 666
168, 714
169, 822
170, 814
171, 820
172, 846
173, 889
174, 877
175, 902
176, 911
177, 1035
178, 962
179, 924
180, 950
181, 1011
182, 954
183, 1018
184, 1062
185, 1106
186, 1028
187, 1037
188, 977
189, 1028
190, 1027
191, 1119
192, 1055
193, 944
194, 983
195, 1109
196, 950
197, 1018
